Model,Task,Accuracy
ReBatch/Llama-3-8B-dutch,principle_A_reconstruction,0.439
ReBatch/Llama-3-8B-dutch,regular_plural_subject_verb_agreement_1,0.924
ReBatch/Llama-3-8B-dutch,regular_plural_subject_verb_agreement_2,0.956
ReBatch/Llama-3-8B-dutch,sentential_negation_npi_licensor_present,0.995
ReBatch/Llama-3-8B-dutch,sentential_negation_npi_scope,0.754
ReBatch/Llama-3-8B-dutch,sentential_subject_island,0.509
ReBatch/Llama-3-8B-dutch,superlative_quantifiers_1,0.908
ReBatch/Llama-3-8B-dutch,superlative_quantifiers_2,0.836
ReBatch/Llama-3-8B-dutch,tough_vs_raising_1,0.759
ReBatch/Llama-3-8B-dutch,tough_vs_raising_2,0.833
ReBatch/Llama-3-8B-dutch,transitive,0.792
ReBatch/Llama-3-8B-dutch,wh_island,0.816
ReBatch/Llama-3-8B-dutch,wh_questions_object_gap,0.831
ReBatch/Llama-3-8B-dutch,wh_questions_subject_gap,0.921
ReBatch/Llama-3-8B-dutch,wh_questions_subject_gap_long_distance,0.881
ReBatch/Llama-3-8B-dutch,wh_vs_that_no_gap,0.979
ReBatch/Llama-3-8B-dutch,wh_vs_that_no_gap_long_distance,0.966
ReBatch/Llama-3-8B-dutch,wh_vs_that_with_gap,0.439
ReBatch/Llama-3-8B-dutch,wh_vs_that_with_gap_long_distance,0.368
