Model,Task,Accuracy
datificate/gpt2-small-spanish,anaphor_gender_agreement,0.424
datificate/gpt2-small-spanish,anaphor_number_agreement,0.491
datificate/gpt2-small-spanish,animate_subject_passive,0.52
datificate/gpt2-small-spanish,animate_subject_trans,0.517
datificate/gpt2-small-spanish,causative,0.498
datificate/gpt2-small-spanish,complex_NP_island,0.55
datificate/gpt2-small-spanish,coordinate_structure_constraint_complex_left_branch,0.339
datificate/gpt2-small-spanish,coordinate_structure_constraint_object_extraction,0.263
datificate/gpt2-small-spanish,determiner_noun_agreement_1,0.494
datificate/gpt2-small-spanish,determiner_noun_agreement_2,0.468
datificate/gpt2-small-spanish,determiner_noun_agreement_irregular_1,0.52
datificate/gpt2-small-spanish,determiner_noun_agreement_irregular_2,0.549
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adj_2,0.51
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adj_irregular_1,0.537
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adj_irregular_2,0.516
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adjective_1,0.518
datificate/gpt2-small-spanish,distractor_agreement_relational_noun,0.43
datificate/gpt2-small-spanish,distractor_agreement_relative_clause,0.493
datificate/gpt2-small-spanish,drop_argument,0.38
datificate/gpt2-small-spanish,ellipsis_n_bar_1,0.602
datificate/gpt2-small-spanish,ellipsis_n_bar_2,0.214
datificate/gpt2-small-spanish,existential_there_object_raising,0.532
datificate/gpt2-small-spanish,existential_there_quantifiers_1,0.885
datificate/gpt2-small-spanish,existential_there_quantifiers_2,0.242
datificate/gpt2-small-spanish,existential_there_subject_raising,0.501
datificate/gpt2-small-spanish,expletive_it_object_raising,0.541
datificate/gpt2-small-spanish,inchoative,0.46
datificate/gpt2-small-spanish,intransitive,0.408
datificate/gpt2-small-spanish,irregular_past_participle_adjectives,0.301
datificate/gpt2-small-spanish,irregular_past_participle_verbs,0.632
datificate/gpt2-small-spanish,irregular_plural_subject_verb_agreement_1,0.545
datificate/gpt2-small-spanish,irregular_plural_subject_verb_agreement_2,0.539
datificate/gpt2-small-spanish,left_branch_island_echo_question,0.405
datificate/gpt2-small-spanish,left_branch_island_simple_question,0.351
datificate/gpt2-small-spanish,matrix_question_npi_licensor_present,0.169
datificate/gpt2-small-spanish,npi_present_1,0.108
datificate/gpt2-small-spanish,npi_present_2,0.105
datificate/gpt2-small-spanish,only_npi_licensor_present,0.969
datificate/gpt2-small-spanish,only_npi_scope,0.298
datificate/gpt2-small-spanish,passive_1,0.564
datificate/gpt2-small-spanish,passive_2,0.554
datificate/gpt2-small-spanish,principle_A_c_command,0.346
datificate/gpt2-small-spanish,principle_A_case_1,0.737
datificate/gpt2-small-spanish,principle_A_case_2,0.639
datificate/gpt2-small-spanish,principle_A_domain_1,0.506
datificate/gpt2-small-spanish,principle_A_domain_2,0.515
datificate/gpt2-small-spanish,principle_A_domain_3,0.53
datificate/gpt2-small-spanish,principle_A_reconstruction,0.56
datificate/gpt2-small-spanish,regular_plural_subject_verb_agreement_1,0.527
datificate/gpt2-small-spanish,regular_plural_subject_verb_agreement_2,0.519
datificate/gpt2-small-spanish,sentential_negation_npi_licensor_present,0.427
datificate/gpt2-small-spanish,sentential_negation_npi_scope,0.659
datificate/gpt2-small-spanish,sentential_subject_island,0.658
datificate/gpt2-small-spanish,superlative_quantifiers_1,0.157
datificate/gpt2-small-spanish,superlative_quantifiers_2,0.563
datificate/gpt2-small-spanish,tough_vs_raising_1,0.452
datificate/gpt2-small-spanish,tough_vs_raising_2,0.521
datificate/gpt2-small-spanish,transitive,0.501
datificate/gpt2-small-spanish,wh_island,0.572
datificate/gpt2-small-spanish,wh_questions_object_gap,0.402
datificate/gpt2-small-spanish,wh_questions_subject_gap,0.278
datificate/gpt2-small-spanish,wh_questions_subject_gap_long_distance,0.536
datificate/gpt2-small-spanish,wh_vs_that_no_gap,0.325
datificate/gpt2-small-spanish,wh_vs_that_no_gap_long_distance,0.479
datificate/gpt2-small-spanish,wh_vs_that_with_gap,0.648
datificate/gpt2-small-spanish,wh_vs_that_with_gap_long_distance,0.493
