Model,Task,Accuracy
datificate/gpt2-small-spanish,anaphor_gender_agreement,0.243
datificate/gpt2-small-spanish,anaphor_number_agreement,0.477
datificate/gpt2-small-spanish,animate_subject_passive,0.525
datificate/gpt2-small-spanish,animate_subject_trans,0.347
datificate/gpt2-small-spanish,causative,0.442
datificate/gpt2-small-spanish,complex_NP_island,0.538
datificate/gpt2-small-spanish,coordinate_structure_constraint_complex_left_branch,0.383
datificate/gpt2-small-spanish,coordinate_structure_constraint_object_extraction,0.611
datificate/gpt2-small-spanish,determiner_noun_agreement_1,0.539
datificate/gpt2-small-spanish,determiner_noun_agreement_2,0.508
datificate/gpt2-small-spanish,determiner_noun_agreement_irregular_1,0.518
datificate/gpt2-small-spanish,determiner_noun_agreement_irregular_2,0.475
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adj_2,0.527
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adj_irregular_1,0.527
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adj_irregular_2,0.461
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adjective_1,0.509
datificate/gpt2-small-spanish,distractor_agreement_relational_noun,0.454
datificate/gpt2-small-spanish,distractor_agreement_relative_clause,0.467
datificate/gpt2-small-spanish,drop_argument,0.478
datificate/gpt2-small-spanish,ellipsis_n_bar_1,0.44
datificate/gpt2-small-spanish,ellipsis_n_bar_2,0.861
datificate/gpt2-small-spanish,existential_there_object_raising,0.596
datificate/gpt2-small-spanish,existential_there_quantifiers_1,0.499
datificate/gpt2-small-spanish,existential_there_quantifiers_2,0.639
datificate/gpt2-small-spanish,existential_there_subject_raising,0.589
datificate/gpt2-small-spanish,expletive_it_object_raising,0.557
datificate/gpt2-small-spanish,inchoative,0.437
datificate/gpt2-small-spanish,intransitive,0.431
datificate/gpt2-small-spanish,irregular_past_participle_adjectives,0.734
datificate/gpt2-small-spanish,irregular_past_participle_verbs,0.502
datificate/gpt2-small-spanish,irregular_plural_subject_verb_agreement_1,0.543
datificate/gpt2-small-spanish,irregular_plural_subject_verb_agreement_2,0.554
datificate/gpt2-small-spanish,left_branch_island_echo_question,0.921
datificate/gpt2-small-spanish,left_branch_island_simple_question,0.34
datificate/gpt2-small-spanish,matrix_question_npi_licensor_present,0.109
datificate/gpt2-small-spanish,npi_present_1,0.437
datificate/gpt2-small-spanish,npi_present_2,0.433
datificate/gpt2-small-spanish,only_npi_licensor_present,0.762
datificate/gpt2-small-spanish,only_npi_scope,0.207
datificate/gpt2-small-spanish,passive_1,0.549
datificate/gpt2-small-spanish,passive_2,0.554
datificate/gpt2-small-spanish,principle_A_c_command,0.712
datificate/gpt2-small-spanish,principle_A_case_1,0.588
datificate/gpt2-small-spanish,principle_A_case_2,0.524
datificate/gpt2-small-spanish,principle_A_domain_1,0.132
datificate/gpt2-small-spanish,principle_A_domain_2,0.549
datificate/gpt2-small-spanish,principle_A_domain_3,0.498
datificate/gpt2-small-spanish,principle_A_reconstruction,0.161
datificate/gpt2-small-spanish,regular_plural_subject_verb_agreement_1,0.603
datificate/gpt2-small-spanish,regular_plural_subject_verb_agreement_2,0.517
datificate/gpt2-small-spanish,sentential_negation_npi_licensor_present,0.606
datificate/gpt2-small-spanish,sentential_negation_npi_scope,0.319
datificate/gpt2-small-spanish,sentential_subject_island,0.274
datificate/gpt2-small-spanish,superlative_quantifiers_1,0.546
datificate/gpt2-small-spanish,superlative_quantifiers_2,0.347
datificate/gpt2-small-spanish,tough_vs_raising_1,0.498
datificate/gpt2-small-spanish,tough_vs_raising_2,0.508
datificate/gpt2-small-spanish,transitive,0.579
datificate/gpt2-small-spanish,wh_island,0.292
datificate/gpt2-small-spanish,wh_questions_object_gap,0.108
datificate/gpt2-small-spanish,wh_questions_subject_gap,0.21
datificate/gpt2-small-spanish,wh_questions_subject_gap_long_distance,0.348
datificate/gpt2-small-spanish,wh_vs_that_no_gap,0.183
datificate/gpt2-small-spanish,wh_vs_that_no_gap_long_distance,0.226
datificate/gpt2-small-spanish,wh_vs_that_with_gap,0.862
datificate/gpt2-small-spanish,wh_vs_that_with_gap_long_distance,0.772
